customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
13992,31,1,76.8,2,5,5,255,At Risk
12949,31,8,4167.22,2,1,1,211,Hibernating
16751,31,1,1764.72,2,5,2,252,At Risk
17702,31,4,1824.37,2,2,2,222,At Risk
17011,31,1,270.9,2,4,4,244,At Risk
16953,31,1,20.8,2,4,5,245,At Risk
16516,31,1,101.7,2,4,5,245,At Risk
15450,31,1,429.84,2,5,4,254,At Risk
15027,31,4,1066.15,2,2,2,222,At Risk
14240,31,2,890.34,2,3,3,233,At Risk
16205,31,4,761.38,2,2,3,223,At Risk
15114,31,10,2760.56,2,1,1,211,Hibernating
12532,31,1,349.83,2,4,4,244,At Risk
13522,31,1,125.8,2,4,5,245,At Risk
15485,31,3,2575.0,2,2,1,221,Hibernating
16767,31,11,5580.6,2,1,1,211,Hibernating
16041,31,3,3166.4,2,2,1,221,Hibernating
13029,31,3,1247.5,2,3,2,232,At Risk
17690,31,15,4757.95,2,1,1,211,Hibernating
14921,31,2,1316.07,2,3,2,232,At Risk
14284,31,2,595.25,2,3,3,233,At Risk
14108,31,2,597.91,2,3,3,233,At Risk
13046,31,2,629.31,2,3,3,233,At Risk
17865,31,20,10526.32,2,1,1,211,Hibernating
14968,31,1,147.59,2,5,5,255,At Risk
16284,32,2,823.97,2,3,3,233,At Risk
12849,32,2,1050.89,2,3,2,232,At Risk
14676,32,6,2548.24,2,1,1,211,Hibernating
16505,32,1,777.6,2,5,3,253,At Risk
18216,32,1,481.75,2,5,4,254,At Risk
18177,32,6,1341.42,2,1,2,212,Hibernating
15763,32,2,1086.92,2,3,2,232,At Risk
17219,32,1,114.23,2,4,5,245,At Risk
15356,32,10,2766.5,2,1,1,211,Hibernating
17289,32,3,944.41,2,2,2,222,At Risk
15573,32,2,607.45,2,3,3,233,At Risk
16837,32,11,3170.98,2,1,1,211,Hibernating
15957,32,1,428.89,2,5,4,254,At Risk
13643,32,3,519.44,2,3,3,233,At Risk
15249,32,13,6688.46,2,1,1,211,Hibernating
13975,32,6,2526.28,2,1,1,211,Hibernating
15103,32,2,703.36,2,3,3,233,At Risk
17515,32,4,639.02,2,2,3,223,At Risk
17022,32,1,71.0,2,5,5,255,At Risk
16187,32,15,6911.44,2,1,1,211,Hibernating
17964,32,2,471.7,2,3,4,234,At Risk
15043,32,1,537.0,2,5,3,253,At Risk
12990,32,3,409.5,2,3,4,234,At Risk
13329,32,2,789.0,2,3,3,233,At Risk
17313,32,1,2328.84,2,5,1,251,Needs Attention
17886,32,3,899.61,2,3,3,233,At Risk
15950,32,4,1765.51,2,2,2,222,At Risk
13695,32,15,2504.13,2,1,1,211,Hibernating
13867,32,3,1015.29,2,2,2,222,At Risk
17633,32,4,1324.84,2,2,2,222,At Risk
13710,32,1,180.48,2,5,5,255,At Risk
13047,32,10,3237.54,2,1,1,211,Hibernating
14050,32,2,746.36,2,3,3,233,At Risk
15153,32,1,329.25,2,4,4,244,At Risk
16863,32,2,502.8,2,3,3,233,At Risk
13272,32,2,276.56,2,4,4,244,At Risk
15406,32,2,510.71,2,3,3,233,At Risk
13110,32,7,1488.67,2,1,2,212,Hibernating
16639,32,3,1257.51,2,3,2,232,At Risk
17637,32,2,547.06,2,3,3,233,At Risk
14524,32,9,1867.68,2,1,2,212,Hibernating
17160,32,6,3518.03,2,1,1,211,Hibernating
12721,32,6,2656.13,2,1,1,211,Hibernating
16732,32,1,603.75,2,5,3,253,At Risk
13381,32,6,3639.31,2,1,1,211,Hibernating
16618,32,5,2647.59,2,2,1,221,Hibernating
14360,32,4,2128.23,2,2,1,221,Hibernating
17158,33,3,1266.97,2,3,2,232,At Risk
15719,33,13,5045.61,2,1,1,211,Hibernating
17043,33,4,1735.18,2,2,2,222,At Risk
14073,33,1,151.04,2,5,5,255,At Risk
13717,33,6,1445.01,2,1,2,212,Hibernating
18150,33,3,566.58,2,2,3,223,At Risk
14700,33,3,2235.3,2,2,1,221,Hibernating
14080,33,1,45.6,2,5,5,255,At Risk
12484,33,6,4541.72,2,1,1,211,Hibernating
13097,33,10,6010.42,2,1,1,211,Hibernating
16348,33,7,1469.45,2,1,2,212,Hibernating
14623,33,5,889.25,2,2,3,223,At Risk
15493,33,5,2001.8,2,2,2,222,At Risk
14387,33,3,1770.56,2,2,2,222,At Risk
13824,33,5,1698.94,2,2,2,222,At Risk
17164,33,7,2467.35,2,1,1,211,Hibernating
17761,33,1,712.78,2,5,3,253,At Risk
15870,33,1,354.09,2,4,4,244,At Risk
18016,33,5,1483.56,2,2,2,222,At Risk
16053,33,2,1511.95,2,3,2,232,At Risk
17430,33,2,265.76,2,4,4,244,At Risk
16362,33,5,734.77,2,2,3,223,At Risk
12408,33,5,2888.55,3,2,1,321,Needs Attention
15330,33,2,714.96,3,3,3,333,Potential Loyal
15618,33,4,776.85,3,2,3,323,Potential Loyal
18036,33,3,405.62,3,3,4,334,Potential Loyal
15785,33,5,2328.97,3,2,1,321,Needs Attention
12472,33,7,6572.11,3,1,1,311,Needs Attention
14929,33,1,223.88,3,5,5,355,Potential Loyal
15522,33,2,398.84,3,3,4,334,Potential Loyal
17623,33,1,527.05,3,5,3,353,Potential Loyal
16637,33,4,1154.47,3,2,2,322,Potential Loyal
16612,33,4,1187.66,3,2,2,322,Potential Loyal
12832,33,2,383.03,3,3,4,334,Potential Loyal
15513,34,19,14758.22,3,1,1,311,Needs Attention
16243,34,2,409.1,3,3,4,334,Potential Loyal
13532,34,1,210.31,3,5,5,355,Potential Loyal
15696,34,8,2736.46,3,1,1,311,Needs Attention
14174,34,1,134.46,3,5,5,355,Potential Loyal
12638,34,1,671.69,3,5,3,353,Potential Loyal
12357,34,1,6207.67,3,5,1,351,Needs Attention
12838,34,2,683.13,3,3,3,333,Potential Loyal
16357,34,3,658.88,3,3,3,333,Potential Loyal
13759,34,2,659.41,3,3,3,333,Potential Loyal
18170,34,3,980.31,3,2,2,322,Potential Loyal
14039,34,1,152.2,3,5,5,355,Potential Loyal
13772,34,3,1132.13,3,3,2,332,Potential Loyal
13527,34,7,2287.51,3,1,1,311,Needs Attention
16488,34,3,498.8,3,2,3,323,Potential Loyal
13155,34,4,971.76,3,2,2,322,Potential Loyal
13523,34,5,3964.88,3,2,1,321,Needs Attention
14936,34,8,8137.02,3,1,1,311,Needs Attention
15839,34,3,1048.49,3,2,2,322,Potential Loyal
17082,34,2,2003.85,3,3,2,332,Potential Loyal
17608,34,2,193.42,3,4,5,345,Potential Loyal
15952,34,4,806.57,3,2,3,323,Potential Loyal
16445,34,1,230.51,3,5,5,355,Potential Loyal
17831,34,1,35.4,3,5,5,355,Potential Loyal
16466,34,7,1603.46,3,1,2,312,Needs Attention
15526,34,2,148.44,3,4,5,345,Potential Loyal
17107,34,6,10815.43,3,1,1,311,Needs Attention
14404,34,6,1474.32,3,1,2,312,Needs Attention
15025,34,1,377.01,3,4,4,344,Potential Loyal
15407,34,4,1056.44,3,2,2,322,Potential Loyal
16771,34,5,2246.81,3,2,1,321,Needs Attention
13365,34,2,2225.37,3,3,1,331,Needs Attention
13634,34,5,1575.16,3,2,2,322,Potential Loyal
16372,34,2,367.93,3,3,4,334,Potential Loyal
15427,34,3,1483.14,3,3,2,332,Potential Loyal
15017,34,1,125.58,3,4,5,345,Potential Loyal
16676,34,4,1592.12,3,2,2,322,Potential Loyal
12645,34,4,1775.18,3,2,2,322,Potential Loyal
14517,34,2,330.45,3,4,4,344,Potential Loyal
15010,36,1,308.94,3,4,4,344,Potential Loyal
14971,36,3,1116.57,3,2,2,322,Potential Loyal
14150,36,2,658.64,3,3,3,333,Potential Loyal
17979,36,4,757.71,3,2,3,323,Potential Loyal
14913,36,4,1227.43,3,2,2,322,Potential Loyal
17274,36,1,111.98,3,4,5,345,Potential Loyal
12431,36,15,6487.45,3,1,1,311,Needs Attention
16318,36,1,328.15,3,4,4,344,Potential Loyal
12397,36,2,2409.9,3,3,1,331,Needs Attention
16555,36,2,285.89,3,4,4,344,Potential Loyal
15597,36,1,324.57,3,4,4,344,Potential Loyal
15722,36,5,2222.56,3,2,1,321,Needs Attention
17084,36,2,2949.75,3,3,1,331,Needs Attention
18022,36,1,668.11,3,5,3,353,Potential Loyal
15707,36,4,945.58,3,2,2,322,Potential Loyal
13592,36,4,247.96,3,2,5,325,Potential Loyal
17233,36,1,190.88,3,5,5,355,Potential Loyal
17930,36,5,1740.48,3,2,2,322,Potential Loyal
16887,36,1,194.88,3,5,5,355,Potential Loyal
12928,36,5,2062.7,3,2,1,321,Needs Attention
17703,36,3,798.74,3,2,3,323,Potential Loyal
13938,36,1,71.66,3,5,5,355,Potential Loyal
14592,36,3,570.46,3,2,3,323,Potential Loyal
13651,36,2,94.2,3,4,5,345,Potential Loyal
16012,36,3,1415.29,3,3,2,332,Potential Loyal
12577,36,3,657.8,3,3,3,333,Potential Loyal
17203,36,6,3563.85,3,2,1,321,Needs Attention
12944,36,2,604.51,3,3,3,333,Potential Loyal
12576,36,5,1315.83,3,2,2,322,Potential Loyal
18035,36,3,730.4,3,3,3,333,Potential Loyal
17193,36,7,1699.3,3,1,2,312,Needs Attention
13721,37,1,524.14,3,5,3,353,Potential Loyal
13168,37,4,1319.19,3,2,2,322,Potential Loyal
15612,37,2,195.15,3,4,5,345,Potential Loyal
12352,37,8,2506.04,3,1,1,311,Needs Attention
17442,37,6,2248.56,3,1,1,311,Needs Attention
14856,37,3,1311.38,3,3,2,332,Potential Loyal
17816,37,4,36.56,3,2,5,325,Potential Loyal
16841,37,6,1869.82,3,1,2,312,Needs Attention
17078,37,2,378.2,3,3,4,334,Potential Loyal
13636,37,5,949.12,3,2,2,322,Potential Loyal
12808,37,3,483.65,3,3,4,334,Potential Loyal
15809,37,5,515.77,3,2,3,323,Potential Loyal
17076,37,3,841.08,3,3,3,333,Potential Loyal
17403,37,1,281.62,3,4,4,344,Potential Loyal
17634,37,9,2361.97,3,1,1,311,Needs Attention
14636,37,2,609.85,3,3,3,333,Potential Loyal
15605,37,5,1198.23,3,2,2,322,Potential Loyal
18205,37,2,517.36,3,3,3,333,Potential Loyal
18081,37,3,343.45,3,2,4,324,Potential Loyal
13324,37,10,7121.95,3,1,1,311,Needs Attention
14815,37,2,778.5,3,3,3,333,Potential Loyal
17653,37,4,1207.56,3,2,2,322,Potential Loyal
12544,37,1,372.7,3,4,4,344,Potential Loyal
13728,37,6,1016.14,3,1,2,312,Needs Attention
16602,37,1,528.08,3,5,3,353,Potential Loyal
15651,37,3,646.3,3,3,3,333,Potential Loyal
15998,37,5,3089.97,3,2,1,321,Needs Attention
16221,37,3,864.86,3,3,3,333,Potential Loyal
15252,37,2,740.78,3,3,3,333,Potential Loyal
15551,37,1,436.06,3,5,4,354,Potential Loyal
14098,37,1,147.35,3,5,5,355,Potential Loyal
16914,37,1,208.46,3,5,5,355,Potential Loyal
15227,37,5,1219.4,3,2,2,322,Potential Loyal
16409,37,5,2028.88,3,2,2,322,Potential Loyal
17351,37,3,587.15,3,2,3,323,Potential Loyal
16337,37,1,151.05,3,5,5,355,Potential Loyal
15065,38,4,3158.13,3,2,1,321,Needs Attention
18164,38,1,399.65,3,4,4,344,Potential Loyal
12594,38,10,3338.22,3,1,1,311,Needs Attention
15576,38,1,940.67,3,4,3,343,Potential Loyal
14528,38,1,364.22,3,4,4,344,Potential Loyal
14974,38,1,114.39,3,4,5,345,Potential Loyal
18105,38,1,113.48,3,4,5,345,Potential Loyal
16043,38,4,773.99,3,2,3,323,Potential Loyal
13316,38,4,5977.73,3,2,1,321,Needs Attention
17800,38,9,1199.01,3,1,2,312,Needs Attention
16706,38,3,531.35,3,3,3,333,Potential Loyal
16014,38,3,662.38,3,3,3,333,Potential Loyal
13904,38,2,332.64,3,4,4,344,Potential Loyal
17999,38,2,382.06,3,3,4,334,Potential Loyal
16308,38,4,2560.0,3,2,1,321,Needs Attention
12779,38,8,3981.36,3,1,1,311,Needs Attention
13271,38,1,217.38,3,5,5,355,Potential Loyal
16884,38,2,429.84,3,3,4,334,Potential Loyal
18104,38,1,754.64,3,5,3,353,Potential Loyal
17965,38,14,2622.57,3,1,1,311,Needs Attention
17719,38,15,5396.04,3,1,1,311,Needs Attention
17947,38,1,176.68,3,5,5,355,Potential Loyal
17966,38,5,1098.43,3,2,2,322,Potential Loyal
16367,38,2,804.49,3,3,3,333,Potential Loyal
15830,38,1,576.0,3,5,3,353,Potential Loyal
15275,38,1,615.14,3,5,3,353,Potential Loyal
13477,38,6,1454.58,3,1,2,312,Needs Attention
12830,38,6,6814.64,3,1,1,311,Needs Attention
16747,38,2,836.06,3,3,3,333,Potential Loyal
15018,39,3,496.21,3,2,3,323,Potential Loyal
14383,39,3,1247.69,3,3,2,332,Potential Loyal
18270,39,2,283.15,3,4,4,344,Potential Loyal
13697,39,1,151.3,3,5,5,355,Potential Loyal
14345,39,1,108.98,3,4,5,345,Potential Loyal
17696,39,8,2285.71,3,1,1,311,Needs Attention
16729,39,21,7239.92,3,1,1,311,Needs Attention
16960,39,3,507.05,3,3,3,333,Potential Loyal
17733,39,2,692.19,3,3,3,333,Potential Loyal
16029,39,63,81024.84,3,1,1,311,Needs Attention
13461,39,3,1445.0,3,3,2,332,Potential Loyal
16971,39,1,357.21,3,4,4,344,Potential Loyal
12491,39,1,460.4,3,5,4,354,Potential Loyal
16830,39,1,325.91,3,4,4,344,Potential Loyal
17166,39,2,206.34,3,4,5,345,Potential Loyal
16825,39,2,775.18,3,3,3,333,Potential Loyal
14485,39,1,165.75,3,5,5,355,Potential Loyal
12552,39,2,437.82,3,3,4,334,Potential Loyal
14995,39,2,233.23,3,4,5,345,Potential Loyal
15423,39,1,43.5,3,5,5,355,Potential Loyal
13726,39,2,1079.66,3,3,2,332,Potential Loyal
15847,39,2,389.27,3,3,4,334,Potential Loyal
13327,39,8,3627.77,3,1,1,311,Needs Attention
12674,39,4,1970.6,3,2,2,322,Potential Loyal
13292,39,2,578.94,3,3,3,333,Potential Loyal
17951,40,3,1008.54,3,2,2,322,Potential Loyal
12909,40,5,2178.67,3,2,1,321,Needs Attention
16969,40,3,650.41,3,3,3,333,Potential Loyal
13544,40,2,291.41,3,4,4,344,Potential Loyal
13813,40,4,1366.86,3,2,2,322,Potential Loyal
13982,40,4,1871.81,3,2,2,322,Potential Loyal
15667,40,1,301.32,3,4,4,344,Potential Loyal
15329,40,3,1049.7,3,2,2,322,Potential Loyal
17396,40,8,7330.8,3,1,1,311,Needs Attention
16127,40,1,656.25,3,5,3,353,Potential Loyal
13103,40,1,243.94,3,5,5,355,Potential Loyal
15360,40,1,427.93,3,5,4,354,Potential Loyal
18257,40,8,2337.63,3,1,1,311,Needs Attention
12522,40,2,192.72,3,4,5,345,Potential Loyal
14167,40,4,574.84,3,2,3,323,Potential Loyal
15974,40,7,3442.15,3,1,1,311,Needs Attention
16836,40,2,251.87,3,4,4,344,Potential Loyal
13145,40,4,618.52,3,2,3,323,Potential Loyal
16018,40,2,408.9,3,3,4,334,Potential Loyal
12588,40,1,214.9,3,5,5,355,Potential Loyal
15752,40,7,2637.38,3,1,1,311,Needs Attention
14808,40,8,2741.17,3,1,1,311,Needs Attention
12581,40,1,197.71,3,5,5,355,Potential Loyal
12571,40,2,519.61,3,3,3,333,Potential Loyal
13186,40,3,1575.89,3,3,2,332,Potential Loyal
15865,41,3,895.13,3,3,3,333,Potential Loyal
17372,41,8,1342.68,3,1,2,312,Needs Attention
15708,41,7,3364.24,3,1,1,311,Needs Attention
13617,41,3,544.18,3,3,3,333,Potential Loyal
16049,41,3,1111.79,3,2,2,322,Potential Loyal
14582,41,1,114.11,3,4,5,345,Potential Loyal
16235,41,5,867.31,3,2,3,323,Potential Loyal
16190,41,1,215.08,3,5,5,355,Potential Loyal
13421,41,2,1851.08,3,3,2,332,Potential Loyal
15385,41,1,316.88,3,4,4,344,Potential Loyal
17796,41,4,697.9,3,2,3,323,Potential Loyal
14077,41,5,499.42,3,2,3,323,Potential Loyal
17018,41,2,920.1,3,3,3,333,Potential Loyal
15059,41,9,1337.72,3,1,2,312,Needs Attention
17373,41,4,646.92,3,2,3,323,Potential Loyal
14295,41,1,166.2,3,5,5,355,Potential Loyal
15478,41,2,1441.42,3,3,2,332,Potential Loyal
17447,41,2,541.53,3,3,3,333,Potential Loyal
14179,41,2,719.78,3,3,3,333,Potential Loyal
16601,41,1,244.8,3,5,5,355,Potential Loyal
15521,41,8,3000.2,3,1,1,311,Needs Attention
14040,41,12,3614.92,3,1,1,311,Needs Attention
15376,41,3,1233.36,3,3,2,332,Potential Loyal
18067,41,1,396.33,3,4,4,344,Potential Loyal
13278,41,1,542.73,3,5,3,353,Potential Loyal
14158,41,1,507.66,3,5,3,353,Potential Loyal
17609,41,5,1112.22,3,2,2,322,Potential Loyal
13524,41,5,680.18,3,2,3,323,Potential Loyal
15669,41,4,684.34,3,2,3,323,Potential Loyal
14810,41,11,2087.88,3,1,1,311,Needs Attention
15370,41,7,2386.05,3,1,1,311,Needs Attention
13566,41,2,874.71,3,3,3,333,Potential Loyal
15748,41,1,149.31,3,5,5,355,Potential Loyal
13607,41,1,678.01,3,5,3,353,Potential Loyal
17255,41,2,298.41,3,4,4,344,Potential Loyal
15860,41,8,977.21,3,1,2,312,Needs Attention
17213,41,7,2781.23,3,1,1,311,Needs Attention
14221,43,9,3432.8,3,1,1,311,Needs Attention
14232,43,5,2048.07,3,2,2,322,Potential Loyal
17669,43,7,3406.72,3,1,1,311,Needs Attention
14412,43,2,770.03,3,3,3,333,Potential Loyal
12678,43,12,17628.46,3,1,1,311,Needs Attention
17839,43,1,338.8,3,4,4,344,Potential Loyal
16102,43,3,1842.14,3,2,2,322,Potential Loyal
18287,43,3,1837.28,3,2,2,322,Potential Loyal
13993,43,9,3466.36,3,1,1,311,Needs Attention
17418,43,2,463.46,3,3,4,334,Potential Loyal
14738,43,7,1314.45,3,1,2,312,Needs Attention
16150,43,5,2053.02,3,2,2,322,Potential Loyal
13812,43,3,539.0,3,3,3,333,Potential Loyal
14218,43,1,169.48,3,5,5,355,Potential Loyal
12895,43,2,372.8,3,3,4,334,Potential Loyal
16843,43,16,10196.57,3,1,1,311,Needs Attention
17837,43,8,1593.38,3,1,2,312,Needs Attention
14498,43,5,1957.32,3,2,2,322,Potential Loyal
16554,43,3,837.1,3,3,3,333,Potential Loyal
16648,43,1,290.66,3,4,4,344,Potential Loyal
15096,43,1,219.39,3,5,5,355,Potential Loyal
17272,43,4,2148.63,3,2,1,321,Needs Attention
12432,43,5,5059.32,3,2,1,321,Needs Attention
16847,44,1,193.44,3,5,5,355,Potential Loyal
12536,44,3,12601.83,3,3,1,331,Needs Attention
12430,44,1,256.4,3,4,4,344,Potential Loyal
15659,44,1,306.45,3,4,4,344,Potential Loyal
14716,44,2,329.68,3,4,4,344,Potential Loyal
13654,44,6,2707.33,3,1,1,311,Needs Attention
14842,44,4,2824.69,3,2,1,321,Needs Attention
17684,44,1,239.41,3,5,5,355,Potential Loyal
16026,44,1,236.09,3,5,5,355,Potential Loyal
13416,44,2,712.5,3,3,3,333,Potential Loyal
18261,44,2,324.24,3,4,4,344,Potential Loyal
14357,44,1,225.77,3,5,5,355,Potential Loyal
15622,44,9,3709.56,3,1,1,311,Needs Attention
16232,44,4,990.88,3,2,2,322,Potential Loyal
17545,44,3,645.96,3,3,3,333,Potential Loyal
16680,44,1,183.7,3,5,5,355,Potential Loyal
15288,44,5,2306.52,3,2,1,321,Needs Attention
18276,44,1,335.86,3,4,4,344,Potential Loyal
17414,44,2,778.0,3,3,3,333,Potential Loyal
15791,44,2,1612.69,3,3,2,332,Potential Loyal
14004,44,7,4582.64,3,1,1,311,Needs Attention
15014,44,2,260.17,3,4,4,344,Potential Loyal
14239,44,11,2380.85,3,1,1,311,Needs Attention
17878,44,1,379.45,3,4,4,344,Potential Loyal
17459,44,2,657.3,3,3,3,333,Potential Loyal
14752,44,1,389.64,3,4,4,344,Potential Loyal
13538,44,7,1280.85,3,1,2,312,Needs Attention
12371,45,2,1887.96,3,3,2,332,Potential Loyal
12812,45,1,229.64,3,5,5,355,Potential Loyal
17470,45,5,1125.07,3,2,2,322,Potential Loyal
12448,45,1,449.45,3,5,4,354,Potential Loyal
15516,45,3,62.43,3,3,5,335,Potential Loyal
14690,45,2,371.7,3,3,4,334,Potential Loyal
16071,45,1,326.24,3,4,4,344,Potential Loyal
15835,45,4,954.09,3,2,2,322,Potential Loyal
13107,45,4,1531.62,3,2,2,322,Potential Loyal
15990,45,2,792.11,3,3,3,333,Potential Loyal
14379,45,2,348.1,3,4,4,344,Potential Loyal
12879,45,3,573.22,3,2,3,323,Potential Loyal
16225,45,5,1096.32,3,2,2,322,Potential Loyal
16418,45,3,675.27,3,3,3,333,Potential Loyal
16454,45,2,6.9,3,4,5,345,Potential Loyal
17175,45,4,1443.69,3,2,2,322,Potential Loyal
15821,45,2,570.96,3,3,3,333,Potential Loyal
16750,45,5,623.93,3,2,3,323,Potential Loyal
16415,45,1,210.35,3,5,5,355,Potential Loyal
15320,45,1,267.13,3,4,4,344,Potential Loyal
12456,45,3,3181.04,3,2,1,321,Needs Attention
16208,45,2,664.26,3,3,3,333,Potential Loyal
16188,45,4,981.86,3,2,2,322,Potential Loyal
14315,45,6,2481.13,3,1,1,311,Needs Attention
14598,45,1,221.97,3,5,5,355,Potential Loyal
17712,45,1,522.91,3,5,3,353,Potential Loyal
18226,45,11,5228.05,3,1,1,311,Needs Attention
15240,45,5,1706.57,3,2,2,322,Potential Loyal
17895,45,1,98.0,3,4,5,345,Potential Loyal
16345,45,1,575.41,3,5,3,353,Potential Loyal
14754,45,2,638.05,3,3,3,333,Potential Loyal
18147,46,2,179.34,3,4,5,345,Potential Loyal
17928,46,2,212.54,3,4,5,345,Potential Loyal
13601,46,2,693.32,3,3,3,333,Potential Loyal
16258,46,5,5203.51,3,2,1,321,Needs Attention
18079,46,4,3651.97,3,2,1,321,Needs Attention
13481,46,5,1804.56,3,2,2,322,Potential Loyal
15630,46,2,1186.35,3,3,2,332,Potential Loyal
16708,46,1,656.63,3,5,3,353,Potential Loyal
17917,46,3,341.28,3,2,4,324,Potential Loyal
15656,46,4,748.5,3,2,3,323,Potential Loyal
14001,46,3,2043.08,3,2,2,322,Potential Loyal
16110,46,3,1337.48,3,3,2,332,Potential Loyal
13652,46,3,1095.08,3,2,2,322,Potential Loyal
15345,46,1,393.54,3,4,4,344,Potential Loyal
13182,46,1,121.18,3,4,5,345,Potential Loyal
12398,46,1,1635.66,3,4,2,342,Potential Loyal
13340,46,7,10736.48,3,1,1,311,Needs Attention
17024,46,3,95.85,3,3,5,335,Potential Loyal
15158,46,1,401.4,3,4,4,344,Potential Loyal
18045,46,1,189.4,3,5,5,355,Potential Loyal
14341,46,8,2182.28,3,1,1,311,Needs Attention
16056,46,1,664.85,3,5,3,353,Potential Loyal
14145,47,4,3742.2,3,2,1,321,Needs Attention
14997,47,3,546.2,3,3,3,333,Potential Loyal
16728,47,4,1054.67,3,2,2,322,Potential Loyal
14019,47,3,1421.61,3,3,2,332,Potential Loyal
17317,47,3,2600.34,3,2,1,321,Needs Attention
15806,47,3,784.58,3,3,3,333,Potential Loyal
15277,47,1,255.9,3,4,4,344,Potential Loyal
16023,47,3,719.81,3,3,3,333,Potential Loyal
15142,47,1,498.74,3,5,3,353,Potential Loyal
15068,47,2,553.36,3,3,3,333,Potential Loyal
18240,47,1,422.58,3,5,4,354,Potential Loyal
13165,47,2,1021.48,3,3,2,332,Potential Loyal
16491,47,1,731.5,3,5,3,353,Potential Loyal
17004,47,2,1412.94,3,3,2,332,Potential Loyal
14139,47,1,415.82,3,5,4,354,Potential Loyal
16444,47,4,654.67,3,2,3,323,Potential Loyal
15592,47,1,388.58,3,4,4,344,Potential Loyal
14312,47,6,1611.59,3,1,2,312,Needs Attention
17186,47,2,144.0,3,4,5,345,Potential Loyal
15786,47,3,4932.2,3,3,1,331,Needs Attention
15215,47,3,734.94,3,3,3,333,Potential Loyal
12546,47,2,1161.5,3,3,2,332,Potential Loyal
17344,47,1,160.57,3,5,5,355,Potential Loyal
13176,47,1,492.84,3,5,3,353,Potential Loyal
15801,47,3,1063.95,3,2,2,322,Potential Loyal
14474,47,1,547.66,3,5,3,353,Potential Loyal
16742,47,1,464.9,3,5,4,354,Potential Loyal
14764,47,1,278.3,3,4,4,344,Potential Loyal
15844,47,1,130.74,3,5,5,355,Potential Loyal
16325,47,3,594.24,3,2,3,323,Potential Loyal
16019,47,9,3786.24,3,1,1,311,Needs Attention
17423,47,2,698.41,3,3,3,333,Potential Loyal
14800,48,12,4339.74,3,1,1,311,Needs Attention
14731,48,3,380.02,3,2,4,324,Potential Loyal
17836,48,1,110.21,3,4,5,345,Potential Loyal
16007,48,4,1701.94,3,2,2,322,Potential Loyal
16768,48,3,478.09,3,3,4,334,Potential Loyal
16017,48,1,211.88,3,5,5,355,Potential Loyal
16686,48,7,3062.83,3,1,1,311,Needs Attention
17111,48,1,248.61,3,5,5,355,Potential Loyal
15000,48,1,490.52,3,5,3,353,Potential Loyal
13598,48,1,180.17,3,5,5,355,Potential Loyal
14504,48,4,673.26,3,2,3,323,Potential Loyal
13917,50,2,272.04,3,4,4,344,Potential Loyal
14967,50,1,463.8,3,5,4,354,Potential Loyal
14233,50,4,1462.72,3,2,2,322,Potential Loyal
16153,50,5,1824.23,3,2,2,322,Potential Loyal
12403,50,1,427.7,3,5,4,354,Potential Loyal
13918,50,2,1212.84,3,3,2,332,Potential Loyal
12407,50,5,1708.12,3,2,2,322,Potential Loyal
13974,50,1,413.59,3,5,4,354,Potential Loyal
17940,50,10,4106.44,3,1,1,311,Needs Attention
17832,50,1,155.37,3,5,5,355,Potential Loyal
15286,50,1,240.55,3,5,5,355,Potential Loyal
15740,50,1,154.88,3,5,5,355,Potential Loyal
13157,50,4,1741.22,3,2,2,322,Potential Loyal
15819,50,4,1905.45,3,2,2,322,Potential Loyal
16918,50,6,1068.82,3,1,2,312,Needs Attention
15677,50,1,657.23,3,5,3,353,Potential Loyal
17361,50,3,488.2,3,2,4,324,Potential Loyal
16497,50,6,2965.69,3,1,1,311,Needs Attention
13725,50,8,1980.56,3,1,2,312,Needs Attention
15296,51,6,3672.86,3,1,1,311,Needs Attention
15301,51,12,5070.35,3,1,1,311,Needs Attention
13245,51,1,430.5,3,5,4,354,Potential Loyal
15129,51,11,3447.4,3,1,1,311,Needs Attention
14484,51,1,321.92,3,4,4,344,Potential Loyal
15587,51,4,913.68,3,2,3,323,Potential Loyal
14923,51,1,749.1,3,5,3,353,Potential Loyal
15469,51,2,538.55,3,3,3,333,Potential Loyal
17092,51,4,1777.78,3,2,2,322,Potential Loyal
17007,51,6,889.93,3,1,3,313,Needs Attention
18252,51,2,526.67,3,3,3,333,Potential Loyal
15121,51,2,457.72,3,3,4,334,Potential Loyal
17354,51,1,1393.06,3,4,2,342,Potential Loyal
15565,51,2,173.16,3,4,5,345,Potential Loyal
14638,51,1,443.6,3,5,4,354,Potential Loyal
13366,51,1,56.16,3,5,5,355,Potential Loyal
14631,51,3,1006.98,3,2,2,322,Potential Loyal
14495,51,2,123.8,3,4,5,345,Potential Loyal
16177,51,1,331.95,3,4,4,344,Potential Loyal
14427,51,2,363.34,3,3,4,334,Potential Loyal
16099,51,3,731.9,3,3,3,333,Potential Loyal
13573,51,2,294.4,3,4,4,344,Potential Loyal
13761,51,2,1070.65,3,3,2,332,Potential Loyal
15836,51,1,137.37,3,5,5,355,Potential Loyal
17420,51,3,598.83,3,2,3,323,Potential Loyal
17571,51,4,1498.51,3,2,2,322,Potential Loyal
13897,51,1,311.16,3,4,4,344,Potential Loyal
15664,51,1,386.43,3,4,4,344,Potential Loyal
13669,51,2,218.55,3,4,5,345,Potential Loyal
